created_at,full_text,lang,cleaned_text,normalized_text
2025-06-25,@DS_yantie Pak @prabowo punya mentri kok gini banget pak Ngawur lo pak Izin pak tolong banget resufle pak banyak kok SDM kita yg lebih baik ,in,pak punya mentri kok gini banget pak ngawur lo pak izin pak tolong banget resufle pak banyak kok sdm kita yg lebih baik,pak punya menteri kok gini banget pak ngawur lo pak izin pak tolong banget resufle pak banyak kok sdm kita yang lebih baik
2025-06-25,Mentri ESDM begini pantesan SDM sini banyak yang anjlok.,in,mentri esdm begini pantesan sdm sini banyak yang anjlok,menteri esdm begini pantesan sdm sini banyak yang anjlok
2025-06-24,@DrEvaChaniago Mentri kesehatan diam2 aja. Apalagi KLHK. Gubernur dan Presiden yg sewakti debat sibuk menjanjikan perbaikan masalah polusi udara sampai serang anis sbg sdm omon2 aja gak berbuat apa2 unt membaikkan keburukan ini.. rugi bayar pajak dan bernegara si Ri yaa dok,in,mentri kesehatan diam aja apalagi klhk gubernur dan presiden yg sewakti debat sibuk menjanjikan perbaikan masalah polusi udara sampai serang anis sbg sdm omon aja gak berbuat apa unt membaikkan keburukan ini rugi bayar pajak dan bernegara si ri yaa dok,menteri kesehatan diam saja apalagi klhk gubernur dan presiden yang sewakti debat sibuk menjanjikan perbaikan masalah polusi udara sampai serang anis sbg sdm omon saja gak berbuat apa unt membaikkan keburukan ini rugi bayar pajak dan bernegara si ri yaa dok
2025-05-17,@RickyKardjono Jawaban yang sangat tidak sepantasnya dikatakan oelh sekelas mentri... Apa mmg ada kemunduran kualitas SDM Mentri??? Ah aku saja yang salah....,in,jawaban yang sangat tidak sepantasnya dikatakan oelh sekelas mentri apa mmg ada kemunduran kualitas sdm mentri ah aku saja yang salah,jawaban yang sangat tidak sepantasnya dikatakan oelh sekelas menteri apa mmg ada kemunduran kualitas sdm menteri ah aku saja yang salah
2025-05-11,@kompascom yang jadi tujuan ujicoba emang negara miskin SDM nya rendah gampang dikibulin kasih duit dikit girang padahal efeknya bisa bahaya suruh aja tuh mentri tes vaksin nya sendiri mau gak????,in,yang jadi tujuan ujicoba emang negara miskin sdm nya rendah gampang dikibulin kasih duit dikit girang padahal efeknya bisa bahaya suruh aja tuh mentri tes vaksin nya sendiri mau gak,yang jadi tujuan ujicoba emang negara miskin sdm nya rendah gampang dikibulin kasih duit dikit girang padahal efeknya bisa bahaya suruh saja tuh menteri tes vaksin nya sendiri mau gak
2025-05-05,Hitler berpendapat perempuan fokus ke urusan domestik. Angkatan kerja Jerman termasuk di intelejen &amp; militer jarang ada perempuan. Akibatnya tak punya SDM unt menang perang dunia . Sekutu termasuk Uni Soviet tidak demikian. Di Soviet ada perempuan bisa jadi mentri ,in,hitler berpendapat perempuan fokus ke urusan domestik angkatan kerja jerman termasuk di intelejen amp militer jarang ada perempuan akibatnya tak punya sdm unt menang perang dunia sekutu termasuk uni soviet tidak demikian di soviet ada perempuan bisa jadi mentri,hitler berpendapat perempuan fokus ke urusan domestik angkatan kerja jerman termasuk di intelejen amp militer jarang ada perempuan akibatnya tak punya sdm unt menang perang dunia sekutu termasuk uni soviet tidak demikian di soviet ada perempuan bisa jadi menteri
2025-05-03,@jellypastaa mentri terbaru sekarang harus lebih napak tanah pendidikan adalah akar dr segalanya sdm bagus negara keurus,in,mentri terbaru sekarang harus lebih napak tanah pendidikan adalah akar dr segalanya sdm bagus negara keurus,menteri terbaru sekarang harus lebih napak tanah pendidikan adalah akar dari segalanya sdm bagus negara keurus
2025-04-24,@pemainzuma @ardisatriawan MAKANYA GUE BILANG KALIAN SMUA TOLOL SDM RENDAH MKNYA INDONESIA JDI NEGARA BERKEMBANG MULAI DARI SDM MANUSIA GOBLOK DAN SDM TEKNOLOGI PUN GOBLOK JG. JOKOWI YG MENGUNDANG PAUS KE INDONESIA WAKIL MENTRI KEUANGAN IGNASIUS JONAN DAN MENTRI HAM ITU KAN UTUSAN NEGARA,in,makanya gue bilang kalian smua tolol sdm rendah mknya indonesia jdi negara berkembang mulai dari sdm manusia goblok dan sdm teknologi pun goblok jg jokowi yg mengundang paus ke indonesia wakil mentri keuangan ignasius jonan dan mentri ham itu kan utusan negara,makanya gue bilang kalian smua tolol sdm rendah mknya indonesia jdi negara berkembang mulai dari sdm manusia goblok dan sdm teknologi pun goblok juga jokowi yang mengundang paus ke indonesia wakil menteri keuangan ignasius jonan dan menteri ham itu kan utusan negara
2025-04-24,@himawansugeha95 @OposisiCerdas Kok bisa kaya gini jadi mentri ya pak apa tidak ada sdm yg lebih mumpuni?,in,kok bisa kaya gini jadi mentri ya pak apa tidak ada sdm yg lebih mumpuni,kok bisa kaya gini jadi menteri ya pak apa tidak ada sdm yang lebih mumpuni
2025-04-24,@tempodotco Mutus atau diputus? Sdm nya ga ngejar? Banyakn ormas ganguin? Upah mahal? Lupa ya saingan kita vietnam yang bentar lg jd sentra industri dunia disamping china. Heran mentri segitu banyak smua ga bs serempak slesai musti satu satu.,in,mutus atau diputus sdm nya ga ngejar banyakn ormas ganguin upah mahal lupa ya saingan kita vietnam yang bentar lg jd sentra industri dunia disamping china heran mentri segitu banyak smua ga bs serempak slesai musti satu satu,mutus atau diputus sdm nya gak ngejar banyakn ormas ganguin upah mahal lupa ya saingan kita vietnam yang bentar lg jadi sentra industri dunia disamping china heran menteri segitu banyak smua gak bs serempak slesai musti satu satu
2025-04-23,Mendikbud era jkw benar2x merusak kurikulum untuk Ind Emas.Kharakter bangsa dasar keilmuan untuk SDM dihancurkan . LosT generation untuk persiapan memunculkan pemimpin tak berkapasitas pemilub2029 dst. Semoga mentri pendidikan sekarang mampu mengatasi mencegah lost generation,in,mendikbud era jkw benarx merusak kurikulum untuk ind emaskharakter bangsa dasar keilmuan untuk sdm dihancurkan lost generation untuk persiapan memunculkan pemimpin tak berkapasitas pemilub dst semoga mentri pendidikan sekarang mampu mengatasi mencegah lost generation,mendikbud era jkw benarx merusak kurikulum untuk ind emaskharakter bangsa dasar keilmuan untuk sdm dihancurkan lost generation untuk persiapan memunculkan pemimpin tak berkapasitas pemilub dst semoga menteri pendidikan sekarang mampu mengatasi mencegah lost generation
2025-04-21,Mentri perusak anak bangsa perusak SDM!! Sepertinya mentri titipan proksi agar bangsa indonesia tertinggal penguasaan IPTEK lemah etos kerjanya seperti pak samsul dari SD main AI .,in,mentri perusak anak bangsa perusak sdm sepertinya mentri titipan proksi agar bangsa indonesia tertinggal penguasaan iptek lemah etos kerjanya seperti pak samsul dari sd main ai,menteri perusak anak bangsa perusak sdm sepertinya menteri titipan proksi agar bangsa indonesia tertinggal penguasaan iptek lemah etos kerjanya seperti pak samsul dari sd main ai
2025-04-21,@DS_yantie Ganti mentri.. Ganti kurikulum. Janji Jokowi periode kedua benahi SDM ga berjalan.,in,ganti mentri ganti kurikulum janji jokowi periode kedua benahi sdm ga berjalan,ganti menteri ganti kurikulum janji jokowi periode kedua benahi sdm gak berjalan
2025-04-19,@sangatsukiseki Cita-citanya semoga bukan jadi mentri sdm,in,citacitanya semoga bukan jadi mentri sdm,citacitanya semoga bukan jadi menteri sdm
2025-04-18,Wakil mentri leveeeeel receeeeh level jalanan Wakil mentri hrs nya bikin policy dan peraturan dan memastikan oer aturan d jalankan utk kepentingan rakyat banyak BUKAN cari panggung dr hal receh receh gini.....emang lucu lucu Sdm rendah ini,in,wakil mentri leveeeeel receeeeh level jalanan wakil mentri hrs nya bikin policy dan peraturan dan memastikan oer aturan d jalankan utk kepentingan rakyat banyak bukan cari panggung dr hal receh receh giniemang lucu lucu sdm rendah ini,wakil menteri leveeeeel receeeeh level jalanan wakil menteri hrs nya bikin policy dan peraturan dan memastikan oer aturan di jalankan untuk kepentingan rakyat banyak bukan cari panggung dari hal receh receh giniemang lucu lucu sdm rendah ini
2025-04-15,@tanyarlfes Ganti mentri pendidikan Nasional Ganti Kurikulum Ganti Jurusan Anak Didik dijadikan objek Objek Uji coba Bukan makin Pinter Makin kblinger Bisanya textbook hafalan Dibanding praktik Sehingga mendapat pekerjaan Bingung mau ngerjain apa Gak diterapkan waktu kuliah Jadilah SDM lemah,in,ganti mentri pendidikan nasional ganti kurikulum ganti jurusan anak didik dijadikan objek objek uji coba bukan makin pinter makin kblinger bisanya textbook hafalan dibanding praktik sehingga mendapat pekerjaan bingung mau ngerjain apa gak diterapkan waktu kuliah jadilah sdm lemah,ganti menteri pendidikan nasional ganti kurikulum ganti jurusan anak didik dijadikan objek objek uji coba bukan makin pinter makin kblinger bisanya textbook hafalan dibanding praktik sehingga mendapat pekerjaan bingung mau ngerjain apa gak diterapkan waktu kuliah jadilah sdm lemah
2025-04-15,Sistem yg merdeka kyk lalu emang menurutku blm siap diterapkan di sdm sini aku lihat banyak bgt yg bukannya inisiatif belajar tp malah nyepelein. Banyak yg semakin gatau apa-apa. Tapi... secara keseluruhan bs gasi sistem pendidikan tuh jangan yg tiap mentri ganti trus ganti,in,sistem yg merdeka kyk lalu emang menurutku blm siap diterapkan di sdm sini aku lihat banyak bgt yg bukannya inisiatif belajar tp malah nyepelein banyak yg semakin gatau apaapa tapi secara keseluruhan bs gasi sistem pendidikan tuh jangan yg tiap mentri ganti trus ganti,sistem yang merdeka kyk lalu emang menurutku belum siap diterapkan di sdm sini aku lihat banyak banget yang bukannya inisiatif belajar tapi malah nyepelein banyak yang semakin gatau apaapa tapi secara keseluruhan bs gasi sistem pendidikan tuh jangan yang tiap menteri ganti trus ganti
2025-04-12,@Boediantar4 @kholidmiqdar Pak kholid cocok jadi mentri SDM yAA??,in,pak kholid cocok jadi mentri sdm yaa,pak kholid cocok jadi menteri sdm yaa
2025-04-08,@FayaAtika Hai kata ndazmu g boleh dkatakan sekelas presiden .... makanya SDM kau rendah g melihat dengan realita....utang utang mlulu si mentri kau ini belum masalah yg lain....jangan buat geram tambah geram pernyataan yg buat adu domba....dasar ndasmu,in,hai kata ndazmu g boleh dkatakan sekelas presiden makanya sdm kau rendah g melihat dengan realitautang utang mlulu si mentri kau ini belum masalah yg lainjangan buat geram tambah geram pernyataan yg buat adu dombadasar ndasmu,hai kata ndazmu g boleh dkatakan sekelas presiden makanya sdm kau rendah g melihat dengan realitautang utang mlulu si menteri kau ini belum masalah yang lainjangan buat geram tambah geram pernyataan yang buat adu dombadasar ndasmu
2025-04-06,@erickthohir Ad beberapa kilang minyak Raksasa d dlm Negri SDM nya jga memadai bahkan banyak warga yg menemukan BBM jnis baru Knp tdak menggandeng org² sprti itu agar bsa memproduksi BBM sendiri dan pasti harga nya pun bsa lebih murah Tolong pencerahan nya pak mentri,in,ad beberapa kilang minyak raksasa d dlm negri sdm nya jga memadai bahkan banyak warga yg menemukan bbm jnis baru knp tdak menggandeng org sprti itu agar bsa memproduksi bbm sendiri dan pasti harga nya pun bsa lebih murah tolong pencerahan nya pak mentri,ad beberapa kilang minyak raksasa di dlm negri sdm nya jga memadai bahkan banyak warga yang menemukan bbm jnis baru knp tdak menggandeng org sprti itu agar bsa memproduksi bbm sendiri dan pasti harga nya pun bsa lebih murah tolong pencerahan nya pak menteri
2025-04-03,@Jayabay19479190 Orang pintar sdm rendah. Org seperti ini ko jdi mentri. Tujuanya apa elektronik sertifikat niru negara mana? Tuh,in,orang pintar sdm rendah org seperti ini ko jdi mentri tujuanya apa elektronik sertifikat niru negara mana tuh,orang pintar sdm rendah org seperti ini ko jdi menteri tujuanya apa elektronik sertifikat niru negara mana tuh
2025-04-02,@CitraMexia @MurtadhaOne1 @DulGelenk @DivHumas_Polri @Divpropam @CCICPolri @NTMCLantasPolri pemerintahan terpilih seperti gubernur/mentri/president bisa bebas mengangkat atau memecat anggota polri. jadi mau tidak mau polri hanya bisa mengekor pejabat. tp bila diberi otonomi rawan juga sih kalo SDM polri masih seperti sekarang ini.,in,pemerintahan terpilih seperti gubernurmentripresident bisa bebas mengangkat atau memecat anggota polri jadi mau tidak mau polri hanya bisa mengekor pejabat tp bila diberi otonomi rawan juga sih kalo sdm polri masih seperti sekarang ini,pemerintahan terpilih seperti gubernurmentripresident bisa bebas mengangkat atau memecat anggota polri jadi mau tidak mau polri hanya bisa mengekor pejabat tapi bila diberi otonomi rawan juga sih kalo sdm polri masih seperti sekarang ini
2025-04-02,@NenkMonica @DediMulyadi71 Puluhan mentri ratusan staff khusus dikasih wewenang kelola BUMN jual BBM dan listrik mahal ke rakyat Tapi karena SDM rendah mereka ga bisa bisnis sama luar negeri. Bisa dapet uang hanya dari pajak dan sita aset warga. Menyedihkan.,in,puluhan mentri ratusan staff khusus dikasih wewenang kelola bumn jual bbm dan listrik mahal ke rakyat tapi karena sdm rendah mereka ga bisa bisnis sama luar negeri bisa dapet uang hanya dari pajak dan sita aset warga menyedihkan,puluhan menteri ratusan staff khusus dikasih wewenang kelola bumn jual bbm dan listrik mahal ke rakyat tapi karena sdm rendah mereka gak bisa bisnis sama luar negeri bisa dapet uang hanya dari pajak dan sita aset warga menyedihkan
2025-03-27,@prabowo Seluruh stafnya Tempo sangat sedih ketika mentri Ri bilang masak aja kepala babi nya.. ucapan yg dinilai kasarnya itu biadab sih.. bener2 tercela sdm nya si mentri itu. Ustad felix aja gak nyangka mentri muslim ini bs ngomong sprti ini. Rugi di gaji lohh ‍️ https://t.co/VWDyhDsBcV,in,seluruh stafnya tempo sangat sedih ketika mentri ri bilang masak aja kepala babi nya ucapan yg dinilai kasarnya itu biadab sih bener tercela sdm nya si mentri itu ustad felix aja gak nyangka mentri muslim ini bs ngomong sprti ini rugi di gaji lohh,seluruh stafnya tempo sangat sedih ketika menteri ri bilang masak saja kepala babi nya ucapan yang dinilai kasarnya itu biadab sih bener tercela sdm nya si menteri itu ustad felix saja gak nyangka menteri muslim ini bs ngomong sprti ini rugi di gaji lohh
2025-03-26,@Rifkyprass @ZoneVenomWar @zarryhendrik Klw berargumen itu emang kerjaan pemerintah yah semua kebijakan publik juga kerjaan pemerintah jadi harus dilihat keseluruhan bukan fokus pada hal yg dianggap salah saja. Giliran yg dianggap salah kayak gas LPG oleh Mentri SDM ya kritik aja.,in,klw berargumen itu emang kerjaan pemerintah yah semua kebijakan publik juga kerjaan pemerintah jadi harus dilihat keseluruhan bukan fokus pada hal yg dianggap salah saja giliran yg dianggap salah kayak gas lpg oleh mentri sdm ya kritik aja,klw berargumen itu emang kerjaan pemerintah yah semua kebijakan publik juga kerjaan pemerintah jadi harus dilihat keseluruhan bukan fokus pada hal yang dianggap salah saja giliran yang dianggap salah kayak gas lpg oleh menteri sdm ya kritik saja
2025-03-25,@NenkMonica Kasihan juga yg mengangkatnya orang yg sdm seperti di jadikan mentri. Tinggal tunggu kehancurannya.,in,kasihan juga yg mengangkatnya orang yg sdm seperti di jadikan mentri tinggal tunggu kehancurannya,kasihan juga yang mengangkatnya orang yang sdm seperti di jadikan menteri tinggal tunggu kehancurannya
2025-03-24,@pakmul63 Mentri titipan ya bgtu sdm rendah..,in,mentri titipan ya bgtu sdm rendah,menteri titipan ya bgtu sdm rendah
2025-03-22,@SDM_lowliteracy Nah.. Tapi keren mental' bertanggung jawabnya heavy..pantang drops.. masih berkompetisi di arus yg basah.. Iya toh coba hitung udah berapa Indonesia punya pergantian Mentri keuangan..paling bertahan buk sri,in,nah tapi keren mental bertanggung jawabnya heavypantang drops masih berkompetisi di arus yg basah iya toh coba hitung udah berapa indonesia punya pergantian mentri keuanganpaling bertahan buk sri,nah tapi keren mental bertanggung jawabnya heavypantang drops masih berkompetisi di arus yang basah iya toh coba hitung udah berapa indonesia punya pergantian menteri keuanganpaling bertahan buk sri
2025-03-21,@Abe_Mukti Kapn mentri pendidikan yg udh banyak menghabiskan uang negara dibubarkan apalagi menghasilkan SDM cuman segitu. Guru sekolah negri amberadul sdgkn yg swasta mlh di unggulkan ? Apakah ada niat busuk dri oknum anggota Muhammadiyah utk menjajah NKRI?,in,kapn mentri pendidikan yg udh banyak menghabiskan uang negara dibubarkan apalagi menghasilkan sdm cuman segitu guru sekolah negri amberadul sdgkn yg swasta mlh di unggulkan apakah ada niat busuk dri oknum anggota muhammadiyah utk menjajah nkri,kapn menteri pendidikan yang udah banyak menghabiskan uang negara dibubarkan apalagi menghasilkan sdm cuman segitu guru sekolah negri amberadul sdgkn yang swasta mlh di unggulkan apakah ada niat busuk dri oknum anggota muhammadiyah untuk menjajah nkri
2025-03-21,@detikcom SDM tiarap gini bisaa jadi wakil mentri? Wkwkwk negara kontol,in,sdm tiarap gini bisaa jadi wakil mentri wkwkwk negara kontol,sdm tiarap gini bisaa jadi wakil menteri wkwkwk negara kontol
2025-03-18,@ilhampid @prabowo @Gerindra Jangankan tni polri omgan bapak aja mon maaf mek org g sekolah bilang ndasmu dllnya g etis bgt yaAllah seorang presiden ngmng macem tu Mentri mu juga adalah cerminan dirimu bahlil dllnya siapa mereka kok kaya kurang sdm yg cakap saja di negeri ini heran heran,in,jangankan tni polri omgan bapak aja mon maaf mek org g sekolah bilang ndasmu dllnya g etis bgt yaallah seorang presiden ngmng macem tu mentri mu juga adalah cerminan dirimu bahlil dllnya siapa mereka kok kaya kurang sdm yg cakap saja di negeri ini heran heran,jangankan tni polri omgan bapak saja mon maaf mek org g sekolah bilang ndasmu dllnya g etis banget yaallah seorang presiden ngmng macem tu menteri mu juga adalah cerminan dirimu bahlil dllnya siapa mereka kok kaya kurang sdm yang cakap saja di negeri ini heran heran
2025-03-15,Ini tuh mentri yang emg sekolahnya pinter tp ga napak tanah itu gak sih? Kek gatau problem utama pendidikan negara kita bukan sekedar SDM yang males tp sistemnya yang acak adut. Mknya outputnya selalu acumalaka,in,ini tuh mentri yang emg sekolahnya pinter tp ga napak tanah itu gak sih kek gatau problem utama pendidikan negara kita bukan sekedar sdm yang males tp sistemnya yang acak adut mknya outputnya selalu acumalaka,ini tuh menteri yang emg sekolahnya pinter tapi gak napak tanah itu gak sih kek gatau problem utama pendidikan negara kita bukan sekedar sdm yang males tapi sistemnya yang acak adut mknya outputnya selalu acumalaka
2025-03-13,@geloraco Memang Pada Sakit Semua Mentri2 Di Rezim ini... 80% Mentri yg diangkat Mental Bacakkan Garong AsBun &amp; Tukang Begal Berita.. Heran Begitu bnyak Pribadi2 berkompeten diluar sana tapi malah diangkat Mentri2 RUSAK LACUR &amp; SDM DIBAWAH RATA2.. Miriiss Memang Kalau Otak di DENGKUL,in,memang pada sakit semua mentri di rezim ini mentri yg diangkat mental bacakkan garong asbun amp tukang begal berita heran begitu bnyak pribadi berkompeten diluar sana tapi malah diangkat mentri rusak lacur amp sdm dibawah rata miriiss memang kalau otak di dengkul,memang pada sakit semua menteri di rezim ini menteri yang diangkat mental bacakkan garong asbun amp tukang begal berita heran begitu bnyak pribadi berkompeten diluar sana tapi malah diangkat menteri rusak lacur amp sdm dibawah rata miriiss memang kalau otak di dengkul
2025-03-12,@ARSIPAJA Lihat dulu konteksnya jangan ngeledekin kayak sdm rendahan gw yakin pak bowo gini karena udah gak ada lagi diluar sana yang bisa dipercaya untuk jadi mentri contoh bahlil contoh antek mulyono paham??? Jadi dia mencoba melakukan sesuatu untuk terbebas dari itu rezim,in,lihat dulu konteksnya jangan ngeledekin kayak sdm rendahan gw yakin pak bowo gini karena udah gak ada lagi diluar sana yang bisa dipercaya untuk jadi mentri contoh bahlil contoh antek mulyono paham jadi dia mencoba melakukan sesuatu untuk terbebas dari itu rezim,lihat dulu konteksnya jangan ngeledekin kayak sdm rendahan gw yakin pak bowo gini karena udah gak ada lagi diluar sana yang bisa dipercaya untuk jadi menteri contoh bahlil contoh antek mulyono paham jadi dia mencoba melakukan sesuatu untuk terbebas dari itu rezim
